date,year,day_of_year,temp_c,site,under_board,board_number,board_id,survey_start,survey_start_t,survey_end,survey_end_t,t_lapse_mins,t_midpoint,handling_start,handling_start_t,handling_end,handling_end_t,spp,sex_age_est,sex,probed,age_class,svl_cm,id,cluster,id_cluster,status
8/21/2023,2023,233,22,Nat-ag 6,Y,5,5,14:59,14.98,15:07,15.12,8,15.05,,0,,0,,,,,,,,,,
8/21/2023,2023,233,22,Nat-ag 2,Y,3,OS3,15:47,15.78,17:30,17.5,103,16.64,15:55,15.92,15:59,15.98,water snake,J,,N,,16.75,4,OS,OS4,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,3,OS3,15:47,15.78,17:30,17.5,103,16.64,16:02,16.03,16:06,16.1,water snake,J,,N,,17.5,5,OS,OS5,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,3,OS3,15:47,15.78,17:30,17.5,103,16.64,16:06,16.1,16:11,16.18,water snake,J,,N,,16.25,6,OS,OS6,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,8,OS8,15:47,15.78,17:30,17.5,103,16.64,16:17,16.28,16:27,16.45,garter,F,F,Y,A,58,28,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,8,OS8,15:47,15.78,17:30,17.5,103,16.64,16:17,16.28,16:34,16.57,garter,M,M,Y,A,42.5,29,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,8,OS8,15:47,15.78,17:30,17.5,103,16.64,16:17,16.28,16:40,16.67,garter,F,F,Y,A,53.5,30,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,9,OS9,15:47,15.78,17:30,17.5,103,16.64,16:42,16.7,16:45,16.75,garter,N,U,N,N,16.75,31,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,10,OS10,15:47,15.78,17:30,17.5,103,16.64,16:47,16.78,16:50,16.83,redbelly,N,U,N,N,8.75,16,OS,OS16,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,11,OS11,15:47,15.78,17:30,17.5,103,16.64,16:51,16.85,17:00,17,garter,F,F,Y,A,39.5,32,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,13,OS13,15:47,15.78,17:30,17.5,103,16.64,17:01,17.02,17:05,17.08,redbelly,M,M,N,A,24.75,17,OS,OS17,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,15,OS15,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:10,17.17,garter,M,M,Y,A,46,33,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,17,OS17,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:13,17.22,garter,F,F,Y,A,60.5,34,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,17,OS17,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,5:18,5.3,redbelly,F,F,N,A,22.5,18,OS,OS18,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,17,OS17,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:21,17.35,garter,N,U,N,N,17,35,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,17,OS17,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:25,17.42,garter,N,U,N,N,19.5,36,OS,OS1,unique
8/21/2023,2023,233,22,Nat-ag 2,Y,17,17,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:25,17.42,garter,J,,,A,,,,,not captured
8/21/2023,2023,233,22,Nat-ag 2,Y,18,18,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:25,17.42,garter,J,,,A,,,,,not captured
8/21/2023,2023,233,22,Nat-ag 2,Y,19,19,15:47,15.78,17:30,17.5,103,16.64,17:06,17.1,17:25,17.42,garter,J,,,A,,,,,not captured
8/21/2023,2023,233,21,Nat-ag 5 old,,,,18:00,18,18:10,18.17,10,18.08,,0,,0,,,,,,,,,,
8/22/2023,2023,234,18,Half 9,Y,3,OE3,10:10,10.17,10:50,10.83,40,10.5,10:13,10.22,10:16,10.27,garter,M,M,Y,A,34,6,OE,OE6,unique
8/22/2023,2023,234,19,Ag-nat 9,,,,10:44,10.73,11:00,11,16,10.87,,0,,0,,,,,,,,,,
8/22/2023,2023,234,21,Half 7,Y,3,OE3,11:27,11.45,12:15,12.25,48,11.85,11:30,11.5,11:32,11.53,garter,N,U,N,N,17.5,7,OE,OE7,unique
8/22/2023,2023,234,21,Half 7,Y,3,OE3,11:27,11.45,12:15,12.25,48,11.85,11:36,11.6,11:38,11.63,garter,N,U,N,N,18,8,OE,OE8,unique
8/22/2023,2023,234,21,Half 7,Y,9,OE9,11:27,11.45,12:15,12.25,48,11.85,11:43,11.72,11:45,11.75,garter,N,U,N,N,17.25,9,OE,OE9,unique
8/22/2023,2023,234,21,Half 7,Y,17,OE17,11:27,11.45,12:15,12.25,48,11.85,11:57,11.95,12:00,12,garter,N,U,N,N,16.75,10,OE,OE10,unique
8/22/2023,2023,234,23,Half 5,,,,13:36,13.6,13:45,13.75,9,13.68,,0,,0,,,,,,,,,,
8/22/2023,2023,234,25,Ag-nat 3,,,,14:35,14.58,14:45,14.75,10,14.67,,0,,0,,,,,,,,,,
8/22/2023,2023,234,25,Ag 3,N,1,1,15:00,15,15:18,15.3,18,15.15,,0,,0,,,,,,,,,,
8/22/2023,2023,234,24,Ag 5,,,,15:37,15.62,15:51,15.85,14,15.73,,0,,0,,,,,,,,,,
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:17,16.28,redbelly,N,U,N,N,10,1,AR,AR1,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:19,16.32,redbelly,N,U,N,N,7,2,AR,AR2,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,4:25,4.42,redbelly,N,U,N,N,9.75,3,AR,AR3,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,,0,,0,redbelly,J,,,A,,,AR,AR,not captured
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:28,16.47,garter,N,U,N,N,13,2,AR,AR2,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:30,16.5,garter,N,U,N,N,18,3,AR,AR3,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:32,16.53,garter,N,U,N,N,14,4,AR,AR4,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,6,AR6,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:35,16.58,garter,N,U,N,N,16.5,5,AR,AR5,unique
8/22/2023,2023,234,25,Nat-ag 8,Y,10,AR10,16:06,16.1,16:48,16.8,42,16.45,16:15,16.25,16:47,16.78,redbelly,M,M,N,A,21,4,AR,AR4,unique
8/23/2023,2023,235,17,Nat QC 3,Y,6,GP6,8:55,8.92,9:30,9.5,35,9.21,9:05,9.08,9:08,9.13,garter,N,U,N,N,14.75,6,GP,GP6,unique
8/23/2023,2023,235,17,Nat QC 3,Y,7,GP7,8:55,8.92,9:30,9.5,35,9.21,9:10,9.17,9:14,9.23,garter,J,U,N,A,27.5,7,GP,GP7,unique
8/23/2023,2023,235,17,Nat QC 3,Y,9,GP9,8:55,8.92,9:30,9.5,35,9.21,9:17,9.28,9:21,9.35,garter,M,M,Y,A,49.5,8,GP,GP8,unique
8/23/2023,2023,235,20,Nat QC 4,,,,9:53,9.88,10:10,10.17,17,10.03,,0,,0,,,,,,,,,,
8/23/2023,2023,235,20,Nat QC 6,,,,10:15,10.25,10:30,10.5,15,10.38,,0,,0,,,,,,,,,,
8/23/2023,2023,235,20,Nat QC 7,Y,3,GP3,10:43,10.72,11:30,11.5,47,11.11,10:51,10.85,11:00,11,garter,F,F,Y,A,67,9,GP,GP9,unique
8/23/2023,2023,235,20,Nat QC 7,Y,1,GP1,10:43,10.72,11:30,11.5,47,11.11,11:05,11.08,11:12,11.2,garter,F,F,Y,A,47.25,10,GP,GP10,unique
8/23/2023,2023,235,20,Nat QC 7,Y,17,17,10:43,10.72,11:30,11.5,47,11.11,,0,,0,garter,J,U,N,A,,,,,not captured
8/23/2023,2023,235,20,Nat QC 1 old,Y,2,2,12:20,12.33,12:30,12.5,10,12.42,12:25,12.42,12:28,12.47,ring necked snake,M,,,,,,,,not captured
8/23/2023,2023,235,25,Nat QC 9,Y,6,GP6,13:42,13.7,14:00,14,18,13.85,13:48,13.8,13:57,13.95,garter,J,U,N,A,21,11,GP,GP11,unique
9/18/2023,2023,261,12,Ag-nat 9,,,,8:50,8.83,9:09,9.15,19,8.99,,0,,0,,,,,,,,,,
9/18/2023,2023,261,13,Half 9,,,,9:28,9.47,9:38,9.63,10,9.55,,0,,0,,,,,,,,,,
9/18/2023,2023,261,17,Half 7,Y,12,12,9:52,9.87,10:43,10.72,51,10.29,,0,,0,redbelly,J,,,A,,,,,not captured
9/18/2023,2023,261,17,Half 7,Y,17,OE17,9:52,9.87,10:43,10.72,51,10.29,10:14,10.23,10:20,10.33,garter,J,U,N,A,22.25,11,OE,OE11,unique
9/18/2023,2023,261,17,Half 7,Y,19,19,9:52,9.87,10:43,10.72,51,10.29,,0,,0,redbelly,,,,,,,,,not captured
9/18/2023,2023,261,17,Half 7,Y,19,OE19,9:52,9.87,10:43,10.72,51,10.29,10:30,10.5,10:35,10.58,redbelly,M,M,N,A,22.5,6,OE,OE6,unique
9/19/2023,2023,262,17,Half 5,,,,13:34,13.57,13:46,13.77,12,13.67,,0,,0,,,,,,,,,,
9/19/2023,2023,262,19,Nat-ag 8,,,,14:23,14.38,14:31,14.52,8,14.45,,0,,0,,,,,,,,,,
9/19/2023,2023,262,18,Ag 5,Y,1,AR1,14:51,14.85,15:07,15.12,16,14.98,14:51,14.85,14:55,14.92,garter,N,U,N,N,15.75,6,AR,AR6,unique
9/19/2023,2023,262,20,Ag-nat 3,,,,15:34,15.57,15:45,15.75,11,15.66,,0,,0,,,,,,,,,,
9/19/2023,2023,262,20,Ag 3,,,,16:00,16,16:20,16.33,20,16.17,,0,,0,,,,,,,,,,
9/21/2023,2023,264,13,Nat-ag 6,,,,10:06,10.1,10:16,10.27,10,10.18,,0,,0,,,,,,,,,,
9/21/2023,2023,264,13,Nat-ag 3,,,,10:43,10.72,10:57,10.95,14,10.83,,0,,0,,,,,,,,,,
9/21/2023,2023,264,16,Nat-ag 1,Y,2,OS2,11:20,11.33,11:36,11.6,16,11.47,11:21,11.35,11:27,11.45,redbelly,F,U,N,A,19.25,19,OS,OS19,unique
9/21/2023,2023,264,16,Nat-ag 1,Y,2,2,11:20,11.33,11:36,11.6,16,11.47,,0,,0,redbelly,,,,,,,,,not captured
9/21/2023,2023,264,17,Nat-ag 2,Y,16,OS16,12:00,12,12:23,12.38,23,12.19,12:13,12.22,12:17,12.28,redbelly,F,F,N,A,25.5,20,OS,OS20,unique
9/21/2023,2023,264,20,Nat-ag 5 old,,,,13:05,13.08,13:16,13.27,11,13.18,,0,,0,,,,,,,,,,
9/21/2023,2023,264,20,Half 6,,,,13:48,13.8,14:04,14.07,16,13.93,,0,,0,,,,,,,,,,
9/21/2023,2023,264,21,Nat-ag 7 old,,,,14:41,14.68,14:50,14.83,9,14.76,,0,,0,,,,,,,,,,
9/25/2023,2023,268,18,Half 7,,,,11:51,11.85,12:14,12.23,23,12.04,,0,,0,,,,,,,,,,
9/25/2023,2023,268,18,Half 9,,,,12:30,12.5,12:39,12.65,9,12.58,,0,,0,,,,,,,,,,
9/25/2023,2023,268,18,Ag-nat 9,,,,12:50,12.83,13:06,13.1,16,12.97,,0,,0,,,,,,,,,,
9/27/2023,2023,270,13,Nat QC 7,,,,14:14,14.23,14:32,14.53,18,14.38,,0,,0,,,,,,,,,,
9/27/2023,2023,270,18,Nat QC 6,,,,14:47,14.78,14:55,14.92,8,14.85,,0,,0,,,,,,,,,,
9/27/2023,2023,270,18,Nat QC 4,,,,15:01,15.02,15:10,15.17,9,15.09,,0,,0,,,,,,,,,,
9/27/2023,2023,270,18,Nat QC 1 old,,,,15:36,15.6,15:46,15.77,10,15.68,,0,,0,,,,,,,,,,
9/27/2023,2023,270,18,Nat QC 3,,,,16:20,16.33,16:30,16.5,10,16.42,,0,,0,,,,,,,,,,
9/27/2023,2023,270,17,Nat QC 9,Y,12,GP12,17:05,17.08,17:23,17.38,18,17.23,17:13,17.22,17:17,17.28,redbelly,N,U,N,N,9,1,GP,GP1,unique
9/28/2023,2023,271,19,Nat-ag 8,,,,12:59,12.98,13:15,13.25,16,13.12,,0,,0,,,,,,,,,,
9/28/2023,2023,271,18,Half 5,,,,13:47,13.78,13:55,13.92,8,13.85,,0,,0,,,,,,,,,,
9/28/2023,2023,271,19,Ag-nat 3,,,,14:29,14.48,14:35,14.58,6,14.53,,0,,0,,,,,,,,,,
9/28/2023,2023,271,21,Ag 3,,,,14:51,14.85,15:18,15.3,27,15.08,,0,,0,,,,,,,,,,
9/28/2023,2023,271,21,Ag 5,Y,5,AR5,16:00,16,16:15,16.25,15,16.13,16:02,16.03,16:05,16.08,garter,N,U,N,N,20,3,AR,AR3,unique
9/30/2023,2023,273,17,Nat-ag 7 old,,,,10:15,10.25,10:23,10.38,8,10.32,,0,,0,,,,,,,,,,
9/30/2023,2023,273,18,Half 6,,,,11:07,11.12,11:20,11.33,13,11.23,,0,,0,,,,,,,,,,
9/30/2023,2023,273,21,Nat-ag 5 old,,,,11:54,11.9,12:05,12.08,11,11.99,,0,,0,,,,,,,,,,
9/30/2023,2023,273,21,Nat-ag 2,N,1,OS1,12:30,12.5,12:53,12.88,23,12.69,12:35,12.58,12:37,12.62,garter,F,F,Y,A,60.5,16,OS,OS16,recapture
9/30/2023,2023,273,22,Nat-ag 1,,,,13:27,13.45,13:39,13.65,12,13.55,,0,,0,,,,,,,,,,
9/30/2023,2023,273,22,Nat-ag 3,,,,14:00,14,14:20,14.33,20,14.17,,0,,0,,,,,,,,,,
9/30/2023,2023,273,23,Nat-ag 6,,,,14:56,14.93,15:10,15.17,14,15.05,,0,,0,,,,,,,,,,
5/13/2024,2024,134,13,Half 9,Y,8,OE8,9:30,9.5,10:05,10.08,35,9.79,9:41,9.68,9:46,9.77,redbelly,F,F,N,A,20.25,7,OE,OE7,unique
5/13/2024,2024,134,14,Ag-nat 9,,,,10:23,10.38,10:45,10.75,22,10.57,,0,,0,,,,,,,,,,
5/13/2024,2024,134,16,Half 7,N,7,OE7,11:00,11,11:40,11.67,40,11.33,11:10,11.17,11:17,11.28,garter,F,F,Y,A,58.25,11,OE,OE11,unique
5/13/2024,2024,134,16,Half 7,Y,19,OE19,11:00,11,11:40,11.67,40,11.33,11:30,11.5,11:35,11.58,redbelly,N,U,N,N,10.75,8,OE,OE8,unique
5/13/2024,2024,134,15,Ag-nat 2,Y,5,OE5,12:10,12.17,12:40,12.67,30,12.42,12:25,12.42,12:28,12.47,redbelly,J,U,N,A,14.25,9,OE,OE9,unique
5/13/2024,2024,134,15,Ag-nat 5,,,,12:50,12.83,13:00,13,10,12.92,,0,,0,,,,,,,,,,
5/13/2024,2024,134,17,Nat-ag 4,Y,4,OE4,13:10,13.17,13:25,13.42,15,13.29,13:16,13.27,13:20,13.33,redbelly,F,F,N,A,21,10,OE,OE10,unique
5/14/2024,2024,135,15,Half 5,N,3,AR3,11:07,11.12,11:30,11.5,23,11.31,11:10,11.17,11:15,11.25,garter,F,F,Y,A,55.25,4,AR,AR4,unique
5/14/2024,2024,135,18,Ag-nat 3,,,,12:13,12.22,12:25,12.42,12,12.32,,0,,0,,,,,,,,,,
5/14/2024,2024,135,20,Ag 3,,,,12:50,12.83,13:10,13.17,20,13,,0,,0,,,,,,,,,,
5/14/2024,2024,135,18,Ag 5,Y,5,AR5,13:40,13.67,14:05,14.08,25,13.88,13:40,13.67,13:45,13.75,garter,N,U,N,N,17.5,2,AR,AR2,recapture
5/14/2024,2024,135,18,Ag 5,Y,3,AR3,13:40,13.67,14:05,14.08,25,13.88,13:47,13.78,13:49,13.82,garter,N,U,N,N,20.75,5,AR,AR5,unique
5/14/2024,2024,135,19,Nat-ag 8,,,,15:30,15.5,15:45,15.75,15,15.63,,0,,0,,,,,,,,,,
5/15/2024,2024,136,15,Nat QC 7,,,,10:49,10.82,11:15,11.25,26,11.03,,0,,0,,,,,,,,,,
5/15/2024,2024,136,16,Nat QC 4,,,,11:43,11.72,11:55,11.92,12,11.82,,0,,0,,,,,,,,,,
5/15/2024,2024,136,16,Nat QC 3,N,10,GP10,12:30,12.5,12:55,12.92,25,12.71,12:40,12.67,12:47,12.78,garter,M,M,Y,A,35.25,12,GP,GP12,unique
5/15/2024,2024,136,16,Nat QC 3,N,10,GP10,12:30,12.5,12:55,12.92,25,12.71,12:50,12.83,12:55,12.92,garter,M,M,Y,A,44,13,GP,GP13,unique
5/16/2024,2024,137,20,Nat-ag 7,Y,3,3,12:52,12.87,13:02,13.03,10,12.95,,0,,0,garter,J,,,A,,,,,not captured
5/16/2024,2024,137,22,Nat-ag 2,Y,12,OS12,15:08,15.13,15:35,15.58,27,15.36,15:23,15.38,15:30,15.5,garter,F,F,Y,A,52,34,OS,OS34,unique
5/16/2024,2024,137,23,Nat-ag 3,Y,1,OS1,16:53,16.88,17:37,17.62,44,17.25,16:54,16.9,17:00,17,redbelly,F,F,N,A,25.5,19,OS,OS19,unique
5/16/2024,2024,137,23,Nat-ag 3,Y,2,OS2,16:53,16.88,17:37,17.62,44,17.25,17:03,17.05,17:08,17.13,redbelly,F,F,N,A,24.25,20,OS,OS20,unique
5/16/2024,2024,137,23,Nat-ag 3,Y,5,OS5,16:53,16.88,17:37,17.62,44,17.25,17:12,17.2,17:16,17.27,redbelly,M,U,N,A,19,21,OS,OS21,unique
5/16/2024,2024,137,23,Nat-ag 3,Y,9,OS9,16:53,16.88,17:37,17.62,44,17.25,17:20,17.33,17:25,17.42,redbelly,M,M,N,A,21.5,22,OS,OS22,unique
5/16/2024,2024,137,22,Nat-ag 3,Y,9,OS9,16:53,16.88,17:37,17.62,44,17.25,17:20,17.33,17:30,17.5,redbelly,M,U,N,A,20,23,OS,OS23,unique
5/16/2024,2024,137,22,Nat-ag 6,,,,18:13,18.22,18:30,18.5,17,18.36,,0,,0,,,,,,,,,,
5/21/2024,2024,142,17,Half 9,Y,4,OE4,9:43,9.72,10:00,10,17,9.86,9:48,9.8,9:55,9.92,garter,F,F,Y,A,49.5,12,OE,OE12,unique
5/21/2024,2024,142,19,Half 7,,,,11:18,11.3,11:40,11.67,22,11.48,,0,,0,,,,,,,,,,
5/21/2024,2024,142,20,Ag-nat 2,,,,12:15,12.25,12:33,12.55,18,12.4,,0,,0,,,,,,,,,,
5/21/2024,2024,142,23,Ag-nat 5,,,,12:52,12.87,13:07,13.12,15,12.99,,0,,0,,,,,,,,,,
5/21/2024,2024,142,23,Nat-ag 4,Y,5,OE5,13:23,13.38,13:40,13.67,17,13.53,13:27,13.45,13:30,13.5,redbelly,F,F,N,A,22,10,OE,OE10,recapture
5/22/2024,2024,143,18,Nat QC 3,Y,8,GP8,9:23,9.38,9:37,9.62,14,9.5,9:26,9.43,9:34,9.57,garter,F,F,Y,A,37,14,GP,GP14,unique
5/22/2024,2024,143,20,Nat QC 7,N,2,2,10:30,10.5,11:15,11.25,45,10.88,,0,,0,garter,J,,,A,,,,,not captured
5/22/2024,2024,143,20,Nat QC 7,Y,2,GP2,10:30,10.5,11:15,11.25,45,10.88,10:32,10.53,10:36,10.6,garter,N,U,N,N,20.75,15,GP,GP15,unique
5/22/2024,2024,143,20,Nat QC 7,Y,3,GP3,10:30,10.5,11:15,11.25,45,10.88,10:38,10.63,10:40,10.67,garter,N,U,N,N,20.75,16,GP,GP16,unique
5/22/2024,2024,143,20,Nat QC 7,Y,4,GP4,10:30,10.5,11:15,11.25,45,10.88,10:45,10.75,10:47,10.78,garter,N,U,N,N,20.25,17,GP,GP17,unique
5/22/2024,2024,143,22,Nat QC 7,Y,14,GP14,10:30,10.5,11:15,11.25,45,10.88,11:07,11.12,11:10,11.17,garter,M,U,N,A,21,18,GP,GP18,unique
5/22/2024,2024,143,22,Nat QC 4,,,,11:34,11.57,11:50,11.83,16,11.7,,0,,0,,,,,,,,,,
5/22/2024,2024,143,23,Nat QC 9,Y,2,GP2,12:13,12.22,12:34,12.57,21,12.39,12:15,12.25,12:19,12.32,garter,M,M,Y,A,34.25,19,GP,GP19,unique
5/22/2024,2024,143,28,Nat-ag 9,,,,13:45,13.75,14:00,14,15,13.88,,0,,0,,,,,,,,,,
5/22/2024,2024,143,29,Ag-nat 7,,,,14:35,14.58,14:55,14.92,20,14.75,,0,,0,,,,,,,,,,
5/23/2024,2024,144,19,Nat-ag 1,,,,9:15,9.25,9:26,9.43,11,9.34,,0,,0,,,,,,,,,,
5/23/2024,2024,144,20,Nat-ag 3,Y,2,OS2,9:55,9.92,10:33,10.55,38,10.23,9:57,9.95,10:02,10.03,redbelly,M,M,N,A,22.5,24,OS,OS24,unique
5/23/2024,2024,144,20,Nat-ag 3,N,2,2,9:55,9.92,10:33,10.55,38,10.23,,0,,0,water snake,,,,,,,,,not captured
5/23/2024,2024,144,20,Nat-ag 3,Y,4,OS4,9:55,9.92,10:33,10.55,38,10.23,10:05,10.08,10:10,10.17,redbelly,F,F,N,A,25.5,25,OS,OS25,unique
5/23/2024,2024,144,20,Nat-ag 3,N,12,12,9:55,9.92,10:33,10.55,38,10.23,,0,,0,water snake,,,,,,,,,not captured
5/23/2024,2024,144,20,Nat-ag 3,Y,12,OS12,9:55,9.92,10:33,10.55,38,10.23,10:20,10.33,10:25,10.42,garter,M,U,N,A,23.75,40,OS,OS40,unique
5/23/2024,2024,144,21,Nat-ag 6,,,,11:03,11.05,11:20,11.33,17,11.19,,0,,0,,,,,,,,,,
5/23/2024,2024,144,23,Nat-ag 2,Y,16,OS16,12:13,12.22,12:55,12.92,42,12.57,12:25,12.42,12:32,12.53,garter,M,M,Y,A,39.25,41,OS,OS41,unique
5/23/2024,2024,144,23,Nat-ag 2,Y,16,OS16,12:13,12.22,12:55,12.92,42,12.57,12:35,12.58,12:40,12.67,garter,F,F,Y,A,61,35,OS,OS35,recapture
5/23/2024,2024,144,23,Nat-ag 2,,,OS,12:13,12.22,12:55,12.92,42,12.57,12:35,12.58,12:48,12.8,garter,F,F,Y,A,59,16,OS,OS16,recapture
5/23/2024,2024,144,23,Nat-ag 2,Y,20,20,12:13,12.22,12:55,12.92,42,12.57,,0,,0,redbelly,,,,,,,,,not captured
5/23/2024,2024,144,24,Nat-ag 7,,,,14:00,14,14:10,14.17,10,14.08,,0,,0,,,,,,,,,,
5/24/2024,2024,145,16,Half 5,Y,8,8,13:15,13.25,13:30,13.5,15,13.38,,0,,0,garter,,,,,,,,,not captured
5/24/2024,2024,145,17,Half 2,Y,6,AR6,14:30,14.5,14:55,14.92,25,14.71,14:36,14.6,14:41,14.68,garter,M,M,Y,A,32.25,6,AR,AR6,unique
5/24/2024,2024,145,17,Ag-nat 3,,,,15:30,15.5,15:40,15.67,10,15.58,,0,,0,,,,,,,,,,
5/24/2024,2024,145,18,Ag 3,,,,15:53,15.88,16:15,16.25,22,16.07,,0,,0,,,,,,,,,,
5/24/2024,2024,145,18,Ag 5,Y,5,AR5,16:30,16.5,17:05,17.08,35,16.79,16:33,16.55,16:35,16.58,garter,N,U,N,N,19,2,AR,AR2,recapture
5/24/2024,2024,145,18,Ag 5,Y,3,AR3,16:30,16.5,17:05,17.08,35,16.79,16:40,16.67,16:43,16.72,garter,N,U,N,N,20.75,5,AR,AR5,recapture
5/24/2024,2024,145,18,Ag 5,Y,3,3,16:30,16.5,17:05,17.08,35,16.79,16:40,16.67,16:48,16.8,garter,J,U,N,A,,,,,not captured
5/24/2024,2024,145,18,Ag 5,Y,3,AR3,16:30,16.5,17:05,17.08,35,16.79,,0,,0,garter,N,U,N,N,20.75,7,AR,AR7,unique
5/24/2024,2024,145,18,Ag 5,Y,2,AR2,16:30,16.5,17:05,17.08,35,16.79,16:50,16.83,16:55,16.92,garter,M,M,Y,A,26.5,8,AR,AR8,unique
5/24/2024,2024,145,18,Ag 5,Y,2,AR2,16:30,16.5,17:05,17.08,35,16.79,16:50,16.83,17:00,17,garter,M,M,Y,A,26.5,9,AR,AR9,unique
5/24/2024,2024,145,17,Nat-ag 8,,,,17:55,17.92,18:03,18.05,8,17.98,,0,,0,,,,,,,,,,
5/28/2024,2024,149,16,Nat-ag 9,,,,9:03,9.05,9:20,9.33,17,9.19,,0,,0,,,,,,,,,,
5/28/2024,2024,149,16,Ag-nat 7,,,,10:05,10.08,10:20,10.33,15,10.21,,0,,0,,,,,,,,,,
5/28/2024,2024,149,16,Nat-ag 4,,,,11:09,11.15,11:30,11.5,21,11.33,,0,,0,,,,,,,,,,
5/28/2024,2024,149,17,Ag-nat 5,,,,11:37,11.62,11:57,11.95,20,11.78,,0,,0,,,,,,,,,,
5/28/2024,2024,149,17,Ag-nat 2,,,,12:30,12.5,12:49,12.82,19,12.66,,0,,0,,,,,,,,,,
5/28/2024,2024,149,19,Half 7,Y,4,OE4,13:25,13.42,14:20,14.33,55,13.88,13:31,13.52,13:36,13.6,redbelly,F,U,N,A,14.5,11,OE,OE11,unique
5/28/2024,2024,149,19,Half 7,N,6,OE6,13:25,13.42,14:20,14.33,55,13.88,13:39,13.65,13:43,13.72,garter,M,M,Y,A,26.25,12,OE,OE12,unique
5/28/2024,2024,149,19,Half 7,Y,19,OE19,13:25,13.42,14:20,14.33,55,13.88,14:10,14.17,14:15,14.25,redbelly,N,U,N,N,10.75,13,OE,OE13,unique
5/28/2024,2024,149,19,Half 7,N,12,12,13:25,13.42,14:20,14.33,55,13.88,,0,,0,garter,,U,N,,,,,,not captured
5/28/2024,2024,149,19,Half 7,,,,13:25,13.42,14:20,14.33,55,13.88,,0,,0,garter,,U,N,,,,,,not captured
5/28/2024,2024,149,18,Ag-nat 9,Y,12,OE12,14:36,14.6,15:08,15.13,32,14.87,14:25,14.42,15:00,15,garter,F,F,Y,A,26,14,OE,OE14,unique
5/28/2024,2024,149,18,Half 9,Y,6,OE6,15:15,15.25,15:50,15.83,35,15.54,15:25,15.42,15:30,15.5,garter,F,F,Y,A,44.75,15,OE,OE15,unique
5/28/2024,2024,149,18,Half 9,Y,7,OE7,15:15,15.25,15:50,15.83,35,15.54,15:33,15.55,15:37,15.62,redbelly,F,F,Y,A,25.75,12,OE,OE12,unique
5/28/2024,2024,149,18,Half 9,Y,9,OE9,15:15,15.25,15:50,15.83,35,15.54,15:45,15.75,15:47,15.78,redbelly,M,U,N,A,17.25,14,OE,OE14,unique
5/29/2024,2024,150,11,Nat QC 9,N,8,GP8,10:08,10.13,10:40,10.67,32,10.4,10:18,10.3,22:26,22.43,garter,F,F,Y,A,37.5,20,GP,GP20,unique
5/29/2024,2024,150,16,Nat QC 3,Y,8,GP8,14:05,14.08,14:30,14.5,25,14.29,14:17,14.28,14:23,14.38,garter,M,M,Y,A,37.75,14,GP,GP14,unique
5/29/2024,2024,150,16,Nat QC 3,N,7,7,14:05,14.08,14:30,14.5,25,14.29,,,,0,garter,J,U,N,A,,,,,not captured
5/29/2024,2024,150,16,Nat QC 4,,,,14:46,14.77,14:56,14.93,10,14.85,,0,,,,,,,,,,,,
